Date,MSCI USA,MSCI USA Value,MSCI USA Low Size,MSCI USA Low Volatility,MSCI USA High Dividend Yield,MSCI USA Quality,MSCI USA Momentum
12/31/2024,16804.33,14109.81536,22829.03,6221.905394,5164.978713,5946.055401,5074.071254
1/31/2025,17311.74,14733.04994,21404.13,6442.686493,5329.845358,6167.801112,5348.59325
2/28/2025,17033.14,14865.82865,22296.47,6620.462226,5479.301586,6125.531704,5322.225436
3/31/2025,16030.54,14495.22923,21977.49,6578.069596,5386.759355,5768.388957,4973.497653
4/30/2025,15944.48,13976.30449,21052.28,6497.926532,5148.643279,5754.878722,5100.70413
5/30/2025,16967.01,14337.739,20688.31,6567.431838,5266.550379,6012.307536,5528.095435
6/30/2025,17833.73,14968.03607,21701.7,6611.008821,5393.408274,6241.37789,5714.505777
7/31/2025,18237.78,15036.10974,22486.02,6522.720474,5380.579634,6272.806141,5687.960668
8/29/2025,18589.51,15444.51648,22744.8,6631.30608,5614.078307,6406.928364,5733.816498
9/30/2025,19265.40,15714.23086,23269.55,6719.101583,5670.924596,6620.781853,6042.315961
10/31/2025,19718.96,15562.31139,23527.34,6581.41206,5603.951446,6757.551626,6053.980193
11/28/2025,19718.21,15828.25662,23479.29,6730.36171,5737.166848,6877.764999,5966.559732
12/31/2025,19713.71,15939.6477,23666.58,6677.000953,5731.984208,6890.02706,5953.952218
1/28/2026,19963.76,16646.52827,23739.45,6731.595527,6056.005465,7012.126451,6032.154538
